ID,MOS
1001,3.6813570812676804
1002,3.178819781547559
1003,3.0781832626030323
1004,4.2838235999463885
1005,1.958394185196407
1006,2.9689818136017885
1007,2.826205140993286
1008,1.9347008877748095
1009,3.7691615949731125
1010,3.8683077999208533
1011,3.934277515474515
1012,2.999108133214917
1013,2.7344357976898372
1014,1.923906991655002
1015,2.497106567635619
1016,2.028278075903675
1017,1.7611783675978385
1018,2.1615220962572996
1019,4.167553946645473
1020,4.130577397531689
1021,3.127193275675099
1022,3.6477233475996393
1023,3.6562777982878156
1024,3.5646807352046848
1025,2.6363366736268796
1026,2.488815082607992
1027,3.345131589269719
1028,3.478964684106342
1029,3.6236911975303805
1030,2.785920200418297
1031,1.9403303571708441
1032,3.9322970276240636
1033,3.8639965442829474
1034,3.4102579257788483
1035,3.4232321160208814
1036,3.5831963094091046
1037,1.918759476433983
1038,4.599307997096259
1039,3.8509225357218977
1040,3.4123274146879794
1041,3.280075158140341
1042,3.900039669884984
1043,3.208902921184125
1044,2.9601662817947885
1045,2.4130127481543506
1046,2.7608361644782446
1047,2.599641164772002
1048,3.091778808928148
1049,2.98014732191266
1050,3.2951331007423574
1051,3.7852603863501204
1052,1.8402410710526822
1053,3.7167751590686278
1054,3.034011276903507
1055,3.03410771454866
1056,1.843566457234933
1057,2.3342282965001857
1058,3.0837516063445882
1059,3.2525225385109553
1060,3.023146930606287
1061,3.6495914041274164
1062,3.528480911691372
1063,1.7237791845340076
1064,3.1271421524184286
1065,1.9616365636540798
1066,2.239085155795827
1067,3.6045818655312765
1068,3.1352859619004327
1069,1.897563912507732
1070,1.7833296540061954
1071,2.29457596741883
1072,4.343903143456347
1073,2.0092008929434684
1074,3.51075209182891
1075,2.308738983461639
1076,3.033164831179385
1077,2.783166007029909
1078,2.607041768612471
1079,3.2854943254915354
1080,3.2194120359547793
1081,1.8745534384478075
1082,2.8894537487536978
1083,2.4965680022854277
1084,2.2965834703840518
1085,1.6610971979257476
1086,1.9685693685769918
1087,3.6166815454784906
1088,3.3661893584946627
1089,2.989563964700492
1090,2.183207238422784
1091,2.983197792231731
1092,3.9805546345409617
1093,2.551583944696645
1094,2.175498284632925
1095,1.9550058977317109
1096,3.2019164061347336
1097,2.7737152618625216
1098,2.0242452860156077
1099,3.2801967114256048
1100,2.383692184756139
