ID,MOS
1001,3.402097283609281
1002,3.1382728932801536
1003,2.9358963439458803
1004,4.276539145648254
1005,2.2466220430506754
1006,2.782482504049739
1007,2.6016959701516003
1008,1.8128559239170372
1009,3.781867214154201
1010,3.8833358739161072
1011,4.06926702049939
1012,2.6818634215966677
1013,2.582245988279904
1014,2.003611787242324
1015,2.4264133713212708
1016,2.2065579491654326
1017,1.9849786923091863
1018,2.094413572445328
1019,4.159800468001003
1020,3.798418875781235
1021,3.1971599273331828
1022,3.5581281379470524
1023,4.081597079078461
1024,3.5692138695814912
1025,2.6348403460870258
1026,2.512970621742189
1027,3.3708746691458282
1028,3.426002107766803
1029,3.494126161434801
1030,2.661845772071171
1031,1.9684288385166127
1032,3.973832908086111
1033,3.74668958359445
1034,3.4419206392861175
1035,3.3180758845345144
1036,3.7873962966830295
1037,1.66348587707345
1038,4.463495278060174
1039,3.8443838233738474
1040,3.2772044492193104
1041,3.1640228791525935
1042,4.026177377034722
1043,3.1557931977260325
1044,2.7771629688931614
1045,2.3166353905413253
1046,2.750549684939676
1047,2.6766103023385877
1048,2.948301710794956
1049,2.7428818107175856
1050,3.2239649406921016
1051,3.750540126750743
1052,1.990308858832305
1053,3.5988837533480673
1054,3.0496732275854854
1055,3.0949165235365825
1056,1.831590462146918
1057,2.2290267892802755
1058,3.0960395866620267
1059,3.2137573479386323
1060,2.9194992992290953
1061,3.5350846888413576
1062,3.3654396984216377
1063,2.0157670303539983
1064,3.100969649123479
1065,2.163184509940471
1066,2.132730643784008
1067,3.466102965753754
1068,3.1774599602614138
1069,1.939264442690575
1070,2.020229447485385
1071,2.09472520459848
1072,4.166080976689751
1073,1.666759649290808
1074,3.367917434347689
1075,2.283788051116666
1076,3.2318221784535996
1077,2.738165656292444
1078,2.7145234181424858
1079,3.3746927942515565
1080,3.1970531470456756
1081,1.6606602301121902
1082,2.8111343486390132
1083,2.392111191128164
1084,2.2906857187456278
1085,1.8329151603385505
1086,2.2680606989053684
1087,3.59590779593487
1088,3.3705035606770117
1089,3.0515132442797532
1090,2.341270495449274
1091,2.857066766484008
1092,3.833516305467043
1093,2.74899635530094
1094,2.0535879256958647
1095,1.808728535449519
1096,3.1991309143072475
1097,2.8592457947188956
1098,2.0177610024740495
1099,3.177249608806247
1100,2.3860097436983043
